TrialID,Condition,Truth,Image,rule,group_pred,group_correct
8,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00008.png,assoc8,0,1
8,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00008.png,wlin,1,0
9,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00009.png,majority,1,0
9,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00009.png,majority_exc8,1,0
9,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00009.png,avg,1,0
9,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00009.png,assoc8,1,0
9,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00009.png,wlin,1,0
10,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00010.png,majority,0,1
10,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00010.png,majority_exc8,0,1
10,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00010.png,avg,0,1
10,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00010.png,assoc8,0,1
10,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00010.png,wlin,1,0
11,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00011.png,majority,0,1
11,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00011.png,majority_exc8,0,1
11,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00011.png,avg,0,1
11,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00011.png,assoc8,0,1
11,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00011.png,wlin,1,0
12,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00012.png,majority,0,1
12,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00012.png,majority_exc8,0,1
12,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00012.png,avg,0,1
12,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00012.png,assoc8,0,1
12,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00012.png,wlin,1,0
13,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00013.png,majority,0,1
13,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00013.png,majority_exc8,0,1
13,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00013.png,avg,0,1
13,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00013.png,assoc8,0,1
13,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00013.png,wlin,1,0
14,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00014.png,majority,1,0
14,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00014.png,majority_exc8,1,0
14,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00014.png,avg,1,0
14,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00014.png,assoc8,1,0
14,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00014.png,wlin,1,0
15,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00015.png,majority,1,0
15,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00015.png,majority_exc8,1,0
15,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00015.png,avg,1,0
15,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00015.png,assoc8,1,0
15,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00015.png,wlin,1,0
16,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00016.png,majority,1,0
16,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00016.png,majority_exc8,1,0
16,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00016.png,avg,1,0
16,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00016.png,assoc8,1,0
16,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00016.png,wlin,1,0
17,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00017.png,majority,0,1
17,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00017.png,majority_exc8,0,1
17,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00017.png,avg,0,1
17,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00017.png,assoc8,0,1
17,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00017.png,wlin,1,0
18,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00018.png,majority,0,1
18,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00018.png,majority_exc8,0,1
18,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00018.png,avg,0,1
18,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00018.png,assoc8,0,1
18,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00018.png,wlin,1,0
19,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00019.png,majority,1,0
19,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00019.png,majority_exc8,1,0
19,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00019.png,avg,1,0
19,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00019.png,assoc8,0,1
19,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00019.png,wlin,1,0
20,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00020.png,majority,0,1
20,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00020.png,majority_exc8,0,1
20,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00020.png,avg,0,1
20,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00020.png,assoc8,0,1
20,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00020.png,wlin,1,0
21,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00021.png,majority,1,0
21,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00021.png,majority_exc8,1,0
21,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00021.png,avg,1,0
21,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00021.png,assoc8,0,1
21,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00021.png,wlin,1,0
22,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00022.png,majority,0,1
22,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00022.png,majority_exc8,0,1
22,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00022.png,avg,0,1
22,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00022.png,assoc8,0,1
22,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00022.png,wlin,1,0
23,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00023.png,majority,1,0
23,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00023.png,majority_exc8,1,0
23,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00023.png,avg,1,0
23,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00023.png,assoc8,0,1
23,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00023.png,wlin,1,0
24,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00024.png,majority,0,1
24,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00024.png,majority_exc8,0,1
24,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00024.png,avg,0,1
24,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00024.png,assoc8,0,1
24,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00024.png,wlin,1,0
25,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00025.png,majority,1,0
25,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00025.png,majority_exc8,1,0
25,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00025.png,avg,1,0
25,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00025.png,assoc8,0,1
25,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00025.png,wlin,1,0
26,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00026.png,majority,1,0
26,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00026.png,majority_exc8,1,0
26,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00026.png,avg,1,0
26,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00026.png,assoc8,1,0
26,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00026.png,wlin,1,0
27,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00027.png,majority,1,0
27,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00027.png,majority_exc8,1,0
27,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00027.png,avg,1,0
27,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00027.png,assoc8,0,1
27,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00027.png,wlin,1,0
28,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00028.png,majority,1,0
28,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00028.png,majority_exc8,1,0
28,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00028.png,avg,1,0
28,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00028.png,assoc8,0,1
28,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00028.png,wlin,1,0
29,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00029.png,majority,0,1
29,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00029.png,majority_exc8,0,1
29,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00029.png,avg,0,1
29,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00029.png,assoc8,0,1
29,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00029.png,wlin,1,0
30,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00030.png,majority,1,0
30,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00030.png,majority_exc8,1,0
30,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00030.png,avg,1,0
30,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00030.png,assoc8,1,0
30,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00030.png,wlin,1,0
31,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00031.png,majority,0,1
31,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00031.png,majority_exc8,0,1
31,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00031.png,avg,0,1
31,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00031.png,assoc8,0,1
31,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00031.png,wlin,1,0
32,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00032.png,majority,0,1
32,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00032.png,majority_exc8,0,1
32,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00032.png,avg,0,1
32,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00032.png,assoc8,0,1
32,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00032.png,wlin,1,0
33,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00033.png,majority,0,1
33,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00033.png,majority_exc8,0,1
33,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00033.png,avg,0,1
33,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00033.png,assoc8,0,1
33,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00033.png,wlin,1,0
34,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00034.png,majority,1,0
34,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00034.png,majority_exc8,1,0
34,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00034.png,avg,1,0
34,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00034.png,assoc8,1,0
34,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00034.png,wlin,1,0
35,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00035.png,majority,1,0
35,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00035.png,majority_exc8,1,0
35,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00035.png,avg,1,0
35,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00035.png,assoc8,0,1
35,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00035.png,wlin,1,0
36,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00036.png,majority,1,0
36,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00036.png,majority_exc8,1,0
36,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00036.png,avg,0,1
36,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00036.png,assoc8,0,1
36,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00036.png,wlin,1,0
37,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00037.png,majority,1,0
37,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00037.png,majority_exc8,1,0
37,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00037.png,avg,1,0
37,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00037.png,assoc8,1,0
37,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00037.png,wlin,1,0
38,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00038.png,majority,1,0
38,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00038.png,majority_exc8,1,0
38,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00038.png,avg,1,0
38,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00038.png,assoc8,0,1
38,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00038.png,wlin,1,0
39,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00039.png,majority,0,1
39,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00039.png,majority_exc8,0,1
39,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00039.png,avg,0,1
39,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00039.png,assoc8,0,1
39,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00039.png,wlin,1,0
40,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00040.png,majority,1,0
40,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00040.png,majority_exc8,1,0
40,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00040.png,avg,1,0
40,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00040.png,assoc8,0,1
40,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00040.png,wlin,1,0
41,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00041.png,majority,0,1
41,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00041.png,majority_exc8,0,1
41,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00041.png,avg,0,1
41,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00041.png,assoc8,0,1
41,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00041.png,wlin,1,0
42,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00042.png,majority,1,0
42,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00042.png,majority_exc8,1,0
42,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00042.png,avg,1,0
42,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00042.png,assoc8,0,1
42,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00042.png,wlin,1,0
43,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00043.png,majority,0,1
43,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00043.png,majority_exc8,0,1
43,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00043.png,avg,0,1
43,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00043.png,assoc8,0,1
43,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00043.png,wlin,1,0
44,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00044.png,majority,0,1
44,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00044.png,majority_exc8,0,1
44,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00044.png,avg,0,1
44,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00044.png,assoc8,0,1
44,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00044.png,wlin,1,0
45,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00045.png,majority,0,1
45,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00045.png,majority_exc8,0,1
45,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00045.png,avg,0,1
45,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00045.png,assoc8,0,1
45,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00045.png,wlin,1,0
46,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00046.png,majority,1,0
46,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00046.png,majority_exc8,1,0
46,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00046.png,avg,1,0
46,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00046.png,assoc8,0,1
46,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00046.png,wlin,1,0
47,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00047.png,majority,1,0
47,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00047.png,majority_exc8,1,0
47,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00047.png,avg,1,0
47,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00047.png,assoc8,1,0
47,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00047.png,wlin,1,0
48,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00048.png,majority,1,0
48,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00048.png,majority_exc8,1,0
48,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00048.png,avg,1,0
48,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00048.png,assoc8,0,1
48,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00048.png,wlin,1,0
49,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00049.png,majority,1,0
49,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00049.png,majority_exc8,1,0
49,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00049.png,avg,1,0
49,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00049.png,assoc8,1,0
49,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00049.png,wlin,1,0
50,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00050.png,majority,1,0
50,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00050.png,majority_exc8,1,0
50,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00050.png,avg,1,0
50,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00050.png,assoc8,1,0
50,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00050.png,wlin,1,0
51,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00051.png,majority,0,1
51,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00051.png,majority_exc8,0,1
51,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00051.png,avg,0,1
51,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00051.png,assoc8,0,1
51,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00051.png,wlin,1,0
52,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00052.png,majority,0,1
52,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00052.png,majority_exc8,0,1
52,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00052.png,avg,0,1
52,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00052.png,assoc8,0,1
52,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00052.png,wlin,1,0
53,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00053.png,majority,0,1
53,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00053.png,majority_exc8,0,1
53,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00053.png,avg,0,1
53,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00053.png,assoc8,0,1
53,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00053.png,wlin,1,0
54,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00054.png,majority,1,0
54,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00054.png,majority_exc8,1,0
54,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00054.png,avg,1,0
54,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00054.png,assoc8,0,1
54,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00054.png,wlin,1,0
55,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00055.png,majority,1,0
55,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00055.png,majority_exc8,1,0
55,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00055.png,avg,1,0
55,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00055.png,assoc8,1,0
55,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00055.png,wlin,1,0
56,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00056.png,majority,0,1
56,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00056.png,majority_exc8,0,1
56,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00056.png,avg,0,1
56,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00056.png,assoc8,0,1
56,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00056.png,wlin,1,0
57,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00057.png,majority,0,1
57,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00057.png,majority_exc8,0,1
57,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00057.png,avg,0,1
57,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00057.png,assoc8,0,1
57,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00057.png,wlin,1,0
58,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00058.png,majority,1,0
58,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00058.png,majority_exc8,1,0
58,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00058.png,avg,1,0
58,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00058.png,assoc8,0,1
58,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00058.png,wlin,1,0
59,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00059.png,majority,1,0
59,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00059.png,majority_exc8,1,0
59,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00059.png,avg,1,0
59,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00059.png,assoc8,1,0
59,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00059.png,wlin,1,0
60,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00060.png,majority,0,1
60,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00060.png,majority_exc8,0,1
60,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00060.png,avg,0,1
60,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00060.png,assoc8,0,1
60,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00060.png,wlin,1,0
61,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00061.png,majority,1,0
61,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00061.png,majority_exc8,1,0
61,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00061.png,avg,1,0
61,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00061.png,assoc8,0,1
61,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00061.png,wlin,1,0
62,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00062.png,majority,0,1
62,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00062.png,majority_exc8,0,1
62,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00062.png,avg,0,1
62,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00062.png,assoc8,0,1
62,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00062.png,wlin,1,0
63,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00063.png,majority,1,0
63,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00063.png,majority_exc8,1,0
63,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00063.png,avg,1,0
63,equal,0,/workspaces/Honors_Project/allimgs/equal_absent_00063.png,assoc8,1,0
