id,condition,label,src,img
41,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_041_combined.png,allimgs/equal_absent_00041.png
42,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_042_combined.png,allimgs/equal_absent_00042.png
43,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_043_combined.png,allimgs/equal_absent_00043.png
44,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_044_combined.png,allimgs/equal_absent_00044.png
45,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_045_combined.png,allimgs/equal_absent_00045.png
46,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_046_combined.png,allimgs/equal_absent_00046.png
47,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_047_combined.png,allimgs/equal_absent_00047.png
48,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_048_combined.png,allimgs/equal_absent_00048.png
49,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_049_combined.png,allimgs/equal_absent_00049.png
50,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_050_combined.png,allimgs/equal_absent_00050.png
51,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_051_combined.png,allimgs/equal_absent_00051.png
52,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_052_combined.png,allimgs/equal_absent_00052.png
53,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_053_combined.png,allimgs/equal_absent_00053.png
54,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_054_combined.png,allimgs/equal_absent_00054.png
55,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_055_combined.png,allimgs/equal_absent_00055.png
56,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_056_combined.png,allimgs/equal_absent_00056.png
57,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_057_combined.png,allimgs/equal_absent_00057.png
58,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_058_combined.png,allimgs/equal_absent_00058.png
59,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_059_combined.png,allimgs/equal_absent_00059.png
60,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_060_combined.png,allimgs/equal_absent_00060.png
61,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_061_combined.png,allimgs/equal_absent_00061.png
62,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_062_combined.png,allimgs/equal_absent_00062.png
63,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_063_combined.png,allimgs/equal_absent_00063.png
64,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_064_combined.png,allimgs/equal_absent_00064.png
65,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_065_combined.png,allimgs/equal_absent_00065.png
66,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_066_combined.png,allimgs/equal_absent_00066.png
67,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_067_combined.png,allimgs/equal_absent_00067.png
68,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_068_combined.png,allimgs/equal_absent_00068.png
69,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_069_combined.png,allimgs/equal_absent_00069.png
70,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_070_combined.png,allimgs/equal_absent_00070.png
71,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_071_combined.png,allimgs/equal_absent_00071.png
72,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_072_combined.png,allimgs/equal_absent_00072.png
73,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_073_combined.png,allimgs/equal_absent_00073.png
74,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_074_combined.png,allimgs/equal_absent_00074.png
75,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_075_combined.png,allimgs/equal_absent_00075.png
76,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_076_combined.png,allimgs/equal_absent_00076.png
77,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_077_combined.png,allimgs/equal_absent_00077.png
78,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_078_combined.png,allimgs/equal_absent_00078.png
79,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_079_combined.png,allimgs/equal_absent_00079.png
80,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_080_combined.png,allimgs/equal_absent_00080.png
81,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_081_combined.png,allimgs/equal_absent_00081.png
82,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_082_combined.png,allimgs/equal_absent_00082.png
83,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_083_combined.png,allimgs/equal_absent_00083.png
84,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_084_combined.png,allimgs/equal_absent_00084.png
85,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_085_combined.png,allimgs/equal_absent_00085.png
86,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_086_combined.png,allimgs/equal_absent_00086.png
87,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_087_combined.png,allimgs/equal_absent_00087.png
88,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_088_combined.png,allimgs/equal_absent_00088.png
89,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_089_combined.png,allimgs/equal_absent_00089.png
90,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_090_combined.png,allimgs/equal_absent_00090.png
91,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_091_combined.png,allimgs/equal_absent_00091.png
92,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_092_combined.png,allimgs/equal_absent_00092.png
93,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_093_combined.png,allimgs/equal_absent_00093.png
94,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_094_combined.png,allimgs/equal_absent_00094.png
95,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_095_combined.png,allimgs/equal_absent_00095.png
96,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_096_combined.png,allimgs/equal_absent_00096.png
97,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_097_combined.png,allimgs/equal_absent_00097.png
98,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_098_combined.png,allimgs/equal_absent_00098.png
99,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_099_combined.png,allimgs/equal_absent_00099.png
100,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_100_combined.png,allimgs/equal_absent_00100.png
101,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_101_combined.png,allimgs/equal_absent_00101.png
102,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_102_combined.png,allimgs/equal_absent_00102.png
103,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_103_combined.png,allimgs/equal_absent_00103.png
104,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_104_combined.png,allimgs/equal_absent_00104.png
105,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_105_combined.png,allimgs/equal_absent_00105.png
106,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_106_combined.png,allimgs/equal_absent_00106.png
107,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_107_combined.png,allimgs/equal_absent_00107.png
108,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_108_combined.png,allimgs/equal_absent_00108.png
109,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_109_combined.png,allimgs/equal_absent_00109.png
110,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_110_combined.png,allimgs/equal_absent_00110.png
111,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_111_combined.png,allimgs/equal_absent_00111.png
112,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_112_combined.png,allimgs/equal_absent_00112.png
113,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_113_combined.png,allimgs/equal_absent_00113.png
114,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_114_combined.png,allimgs/equal_absent_00114.png
115,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_115_combined.png,allimgs/equal_absent_00115.png
116,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_116_combined.png,allimgs/equal_absent_00116.png
117,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_117_combined.png,allimgs/equal_absent_00117.png
118,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_118_combined.png,allimgs/equal_absent_00118.png
119,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_119_combined.png,allimgs/equal_absent_00119.png
120,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_120_combined.png,allimgs/equal_absent_00120.png
121,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_121_combined.png,allimgs/equal_absent_00121.png
122,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_122_combined.png,allimgs/equal_absent_00122.png
123,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_123_combined.png,allimgs/equal_absent_00123.png
124,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_124_combined.png,allimgs/equal_absent_00124.png
125,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_125_combined.png,allimgs/equal_absent_00125.png
126,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_126_combined.png,allimgs/equal_absent_00126.png
127,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_127_combined.png,allimgs/equal_absent_00127.png
128,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_128_combined.png,allimgs/equal_absent_00128.png
129,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_129_combined.png,allimgs/equal_absent_00129.png
130,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_130_combined.png,allimgs/equal_absent_00130.png
131,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_131_combined.png,allimgs/equal_absent_00131.png
132,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_132_combined.png,allimgs/equal_absent_00132.png
133,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_133_combined.png,allimgs/equal_absent_00133.png
134,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_134_combined.png,allimgs/equal_absent_00134.png
135,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_135_combined.png,allimgs/equal_absent_00135.png
136,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_136_combined.png,allimgs/equal_absent_00136.png
137,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_137_combined.png,allimgs/equal_absent_00137.png
138,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_138_combined.png,allimgs/equal_absent_00138.png
139,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_139_combined.png,allimgs/equal_absent_00139.png
140,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_140_combined.png,allimgs/equal_absent_00140.png
141,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_141_combined.png,allimgs/equal_absent_00141.png
142,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_142_combined.png,allimgs/equal_absent_00142.png
143,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_143_combined.png,allimgs/equal_absent_00143.png
144,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_144_combined.png,allimgs/equal_absent_00144.png
145,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_145_combined.png,allimgs/equal_absent_00145.png
146,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_146_combined.png,allimgs/equal_absent_00146.png
147,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_147_combined.png,allimgs/equal_absent_00147.png
148,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_148_combined.png,allimgs/equal_absent_00148.png
149,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_149_combined.png,allimgs/equal_absent_00149.png
150,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_150_combined.png,allimgs/equal_absent_00150.png
151,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_151_combined.png,allimgs/equal_absent_00151.png
152,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_152_combined.png,allimgs/equal_absent_00152.png
153,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_153_combined.png,allimgs/equal_absent_00153.png
154,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_154_combined.png,allimgs/equal_absent_00154.png
155,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_155_combined.png,allimgs/equal_absent_00155.png
156,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_156_combined.png,allimgs/equal_absent_00156.png
157,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_157_combined.png,allimgs/equal_absent_00157.png
158,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_158_combined.png,allimgs/equal_absent_00158.png
159,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_159_combined.png,allimgs/equal_absent_00159.png
160,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_160_combined.png,allimgs/equal_absent_00160.png
161,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_161_combined.png,allimgs/equal_absent_00161.png
162,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_162_combined.png,allimgs/equal_absent_00162.png
163,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_163_combined.png,allimgs/equal_absent_00163.png
164,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_164_combined.png,allimgs/equal_absent_00164.png
165,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_165_combined.png,allimgs/equal_absent_00165.png
166,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_166_combined.png,allimgs/equal_absent_00166.png
167,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_167_combined.png,allimgs/equal_absent_00167.png
168,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_168_combined.png,allimgs/equal_absent_00168.png
169,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_169_combined.png,allimgs/equal_absent_00169.png
170,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_170_combined.png,allimgs/equal_absent_00170.png
171,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_171_combined.png,allimgs/equal_absent_00171.png
172,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_172_combined.png,allimgs/equal_absent_00172.png
173,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_173_combined.png,allimgs/equal_absent_00173.png
174,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_174_combined.png,allimgs/equal_absent_00174.png
175,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_175_combined.png,allimgs/equal_absent_00175.png
176,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_176_combined.png,allimgs/equal_absent_00176.png
177,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_177_combined.png,allimgs/equal_absent_00177.png
178,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_178_combined.png,allimgs/equal_absent_00178.png
179,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_179_combined.png,allimgs/equal_absent_00179.png
180,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_180_combined.png,allimgs/equal_absent_00180.png
181,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_181_combined.png,allimgs/equal_absent_00181.png
182,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_182_combined.png,allimgs/equal_absent_00182.png
183,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_183_combined.png,allimgs/equal_absent_00183.png
184,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_184_combined.png,allimgs/equal_absent_00184.png
185,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_185_combined.png,allimgs/equal_absent_00185.png
186,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_186_combined.png,allimgs/equal_absent_00186.png
187,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_187_combined.png,allimgs/equal_absent_00187.png
188,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_188_combined.png,allimgs/equal_absent_00188.png
189,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_189_combined.png,allimgs/equal_absent_00189.png
190,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_190_combined.png,allimgs/equal_absent_00190.png
191,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_191_combined.png,allimgs/equal_absent_00191.png
192,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_192_combined.png,allimgs/equal_absent_00192.png
193,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_193_combined.png,allimgs/equal_absent_00193.png
194,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_194_combined.png,allimgs/equal_absent_00194.png
195,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_195_combined.png,allimgs/equal_absent_00195.png
196,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_196_combined.png,allimgs/equal_absent_00196.png
197,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_197_combined.png,allimgs/equal_absent_00197.png
198,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_198_combined.png,allimgs/equal_absent_00198.png
199,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_199_combined.png,allimgs/equal_absent_00199.png
200,equal,absent,perceptual_dataset_calibrated/equal/absent/combined/equal_absent_200_combined.png,allimgs/equal_absent_00200.png
201,equal,present,perceptual_dataset_calibrated/equal/present/combined/equal_present_001_combined.png,allimgs/equal_present_00201.png
202,equal,present,perceptual_dataset_calibrated/equal/present/combined/equal_present_002_combined.png,allimgs/equal_present_00202.png
203,equal,present,perceptual_dataset_calibrated/equal/present/combined/equal_present_003_combined.png,allimgs/equal_present_00203.png
204,equal,present,perceptual_dataset_calibrated/equal/present/combined/equal_present_004_combined.png,allimgs/equal_present_00204.png
205,equal,present,perceptual_dataset_calibrated/equal/present/combined/equal_present_005_combined.png,allimgs/equal_present_00205.png
206,equal,present,perceptual_dataset_calibrated/equal/present/combined/equal_present_006_combined.png,allimgs/equal_present_00206.png
207,equal,present,perceptual_dataset_calibrated/equal/present/combined/equal_present_007_combined.png,allimgs/equal_present_00207.png
208,equal,present,perceptual_dataset_calibrated/equal/present/combined/equal_present_008_combined.png,allimgs/equal_present_00208.png
209,equal,present,perceptual_dataset_calibrated/equal/present/combined/equal_present_009_combined.png,allimgs/equal_present_00209.png
210,equal,present,perceptual_dataset_calibrated/equal/present/combined/equal_present_010_combined.png,allimgs/equal_present_00210.png
211,equal,present,perceptual_dataset_calibrated/equal/present/combined/equal_present_011_combined.png,allimgs/equal_present_00211.png
212,equal,present,perceptual_dataset_calibrated/equal/present/combined/equal_present_012_combined.png,allimgs/equal_present_00212.png
213,equal,present,perceptual_dataset_calibrated/equal/present/combined/equal_present_013_combined.png,allimgs/equal_present_00213.png
214,equal,present,perceptual_dataset_calibrated/equal/present/combined/equal_present_014_combined.png,allimgs/equal_present_00214.png
215,equal,present,perceptual_dataset_calibrated/equal/present/combined/equal_present_015_combined.png,allimgs/equal_present_00215.png
216,equal,present,perceptual_dataset_calibrated/equal/present/combined/equal_present_016_combined.png,allimgs/equal_present_00216.png
217,equal,present,perceptual_dataset_calibrated/equal/present/combined/equal_present_017_combined.png,allimgs/equal_present_00217.png
218,equal,present,perceptual_dataset_calibrated/equal/present/combined/equal_present_018_combined.png,allimgs/equal_present_00218.png
219,equal,present,perceptual_dataset_calibrated/equal/present/combined/equal_present_019_combined.png,allimgs/equal_present_00219.png
220,equal,present,perceptual_dataset_calibrated/equal/present/combined/equal_present_020_combined.png,allimgs/equal_present_00220.png
221,equal,present,perceptual_dataset_calibrated/equal/present/combined/equal_present_021_combined.png,allimgs/equal_present_00221.png
222,equal,present,perceptual_dataset_calibrated/equal/present/combined/equal_present_022_combined.png,allimgs/equal_present_00222.png
223,equal,present,perceptual_dataset_calibrated/equal/present/combined/equal_present_023_combined.png,allimgs/equal_present_00223.png
224,equal,present,perceptual_dataset_calibrated/equal/present/combined/equal_present_024_combined.png,allimgs/equal_present_00224.png
225,equal,present,perceptual_dataset_calibrated/equal/present/combined/equal_present_025_combined.png,allimgs/equal_present_00225.png
226,equal,present,perceptual_dataset_calibrated/equal/present/combined/equal_present_026_combined.png,allimgs/equal_present_00226.png
227,equal,present,perceptual_dataset_calibrated/equal/present/combined/equal_present_027_combined.png,allimgs/equal_present_00227.png
228,equal,present,perceptual_dataset_calibrated/equal/present/combined/equal_present_028_combined.png,allimgs/equal_present_00228.png
229,equal,present,perceptual_dataset_calibrated/equal/present/combined/equal_present_029_combined.png,allimgs/equal_present_00229.png
230,equal,present,perceptual_dataset_calibrated/equal/present/combined/equal_present_030_combined.png,allimgs/equal_present_00230.png
231,equal,present,perceptual_dataset_calibrated/equal/present/combined/equal_present_031_combined.png,allimgs/equal_present_00231.png
232,equal,present,perceptual_dataset_calibrated/equal/present/combined/equal_present_032_combined.png,allimgs/equal_present_00232.png
233,equal,present,perceptual_dataset_calibrated/equal/present/combined/equal_present_033_combined.png,allimgs/equal_present_00233.png
234,equal,present,perceptual_dataset_calibrated/equal/present/combined/equal_present_034_combined.png,allimgs/equal_present_00234.png
235,equal,present,perceptual_dataset_calibrated/equal/present/combined/equal_present_035_combined.png,allimgs/equal_present_00235.png
